3.9.10,2.936,5.944,11.919,24.553
3.9.10-nogil_0,0.59,0.612,0.639,2.29
3.9.10-nogil_1,0.591,1.184,2.388,4.744
3.9.18,2.728,5.459,10.828,21.624
3.10.13,3.03,6.048,12.461,25.087
3.11.8,0.679,1.339,2.701,5.465
3.12.2,0.669,1.323,2.67,5.328
