3.9.10,33550.0,54741.0,96655.0,176691.0
3.9.10-nogil_0,111376.0,216523.0,427201.0,848369.0
3.9.10-nogil_1,111376.0,111376.0,216787.0,533232.0
3.9.18,32998.0,54193.0,95739.0,174811.0
3.10.13,33174.0,53729.0,95327.0,175059.0
3.11.8,9548.0,16131.0,29985.0,56173.0
3.12.2,9408.0,15699.0,29073.0,54333.0
